Air temperature K,Process temperature K,Rotational speed rpm,Torque Nm,Tool wear min,TWF,HDF,PWF,OSF,RNF,Type_encoded
0.71632916,-1.6196274,0.85460585,0.06324154,-1.6500462,-0.11690372,-0.45117944,-0.25363067,-0.2997586,0.0,0.07611361
-0.70793724,-1.0493302,-1.0339746,-0.6286176,-1.9318621,-0.12562306,-0.37543952,-0.39053026,-0.3070152,0.0,0.18070489
-0.53319764,-0.92192125,-1.9265329,-3.1903603,-2.0724804,-0.31282526,-0.35400674,-0.43323663,-0.1918302,0.0,0.072791725
-0.49585643,-0.6101059,0.41651246,-3.5724542,-1.5093967,-0.21437883,-0.3208411,-0.3284045,-0.17701493,0.0,0.075164914
-1.5207319,-0.83503515,-0.872093,-3.204711,-1.9015626,-0.25269198,-0.36883283,-0.40877944,-0.20021848,0.0,0.10174627
-0.30990544,0.06594283,-2.0368857,-3.628576,-1.5141734,-0.31554818,-0.3357476,-0.3913542,-0.1768733,0.0,0.09831176
-1.952995,-2.0517545,-1.097328,-0.3222286,-1.3871537,-0.11222723,-0.43451807,-0.33938473,-0.5000563,0.0,0.06821105
-0.17350608,-0.87234205,-1.9672205,-3.3760524,-1.9711251,-0.3125019,-0.3465893,-0.42581663,-0.18445194,0.0,0.11286692
-0.69479305,-1.1400993,-0.69336843,-2.1299632,-2.2132664,-0.19426568,-0.3206208,-0.6769872,-0.16186646,0.0,0.10644571
-2.78696,-1.1055694,-1.6441921,0.1842397,-2.0715399,-0.11038412,-0.33610657,-0.33726272,-0.5686729,0.0,-0.011653205
-0.5420863,-0.94156003,-0.8042821,-3.266446,-1.3113779,-0.29064125,-0.33557105,-0.37564743,-0.18217675,0.0,0.1690315
-1.0267974,-1.6339335,-1.9673886,-2.9232247,1.4646549,-0.9429942,-0.24345222,-0.23751691,-0.1799879,0.0,0.18533584
-0.24271534,0.20417581,-1.4161438,-3.7016773,-1.7968177,-0.22344004,-0.33345577,-0.37409878,-0.17248821,0.0,0.12850659
-1.5325285,-0.90816015,-2.1237624,-3.5351105,-2.6086144,-0.32322982,-0.3699231,-0.44849056,-0.20102052,0.0,0.03482622
-0.88395494,-0.14345886,-2.024518,-3.4984324,-1.9744223,-0.30851,-0.35816038,-0.43650216,-0.18708685,0.0,0.087020725
-0.68196756,-0.9748915,-1.3702575,-3.3440614,-2.3316727,-0.2951811,-0.3640056,-0.4380085,-0.19447035,0.0,0.06421842
-0.7155792,-0.19358107,-1.6854744,-1.386042,-1.8991414,-0.13805804,-0.34240386,-0.39798892,-0.19012901,0.0,0.12289311
-1.2850014,-1.3787066,-1.1557972,2.6858954,-0.8433766,-0.109386586,-0.26245636,-0.50967073,-0.38623118,0.0,-1.587295
-0.7013285,-0.31760213,-0.7551907,-2.3673797,2.4454236,-0.8363663,-0.24864632,-0.28264025,-0.17730169,0.0,-2.6838315
-2.3712368,-0.4045375,-0.42538878,-1.9570385,-1.0628111,-0.16514297,-0.3567368,-0.31302676,-0.31921822,0.0,0.12644865
-1.0220877,-1.6135746,-0.81528413,-2.5003805,0.21021354,-0.38364875,-0.31449625,-0.338755,-0.16587593,0.0,-1.2315835
-0.6315388,-1.0911613,-0.768681,-1.2698622,-1.2935085,-0.13587418,-0.3460183,-0.34249088,-0.22388768,0.0,0.103902504
-0.8194058,-1.3551693,-0.16333643,-3.5340056,-2.0534554,-0.22988345,-0.34799716,-0.3578901,-0.1908743,0.0,0.053151567
-0.9495771,-0.6735731,-1.719421,-2.793483,-2.1936212,-0.23067285,-0.35785633,-0.39713424,-0.19767188,0.0,0.05451075
-1.0974731,-0.39863428,-0.3836585,-2.6331694,-1.1946809,-0.22961849,-0.37193954,-0.37205386,-0.25665855,0.0,-1.5819554
-0.37865737,0.1371004,-1.2763767,-3.617233,-1.9113532,-0.22410531,-0.33488557,-0.40420455,-0.17395109,0.0,0.122684695
-0.6022712,-0.16203819,-0.48465124,-2.2632139,2.4665017,-0.8209114,-0.24657175,-0.2782598,-0.17239812,0.0,-2.7649882
-0.2054424,-1.185363,-0.78047633,-3.186446,-1.4616988,-0.3000808,-0.34056962,-0.38214222,-0.18882063,0.0,-0.25162026
-0.23837724,-1.8829613,-1.5689507,-3.0732253,-0.53707105,-0.32136667,-0.353627,-0.38809037,-0.16992398,0.0,-1.384234
-0.8285092,-0.11734063,-0.9852121,0.7993463,2.6318393,-0.14333321,-0.1797919,-0.13238066,3.984315,0.0,0.2283285
-2.3409426,-1.3016951,0.25135112,-0.24077304,-1.4199094,-0.15435816,-0.4342896,-0.38290635,-0.35847485,0.0,-1.4518979
-0.37566218,0.47794878,-0.45593607,-0.5681758,-1.3293184,-0.1191864,-0.36493328,-0.3225457,-0.3011152,0.0,0.08562886
-2.415471,0.052432965,-1.6009923,1.2810482,-1.3919724,-0.1092346,-0.26847833,-0.4663448,-0.3967892,0.0,-1.8001744
-0.1975624,-1.9468415,-1.929981,-2.5886815,-2.2582228,-0.3284084,-0.37281966,-0.47455427,-0.19295013,0.0,-1.0944794
-0.52324986,-2.3008454,-1.7924815,-3.066995,-1.6846869,-0.32220066,-0.35939217,-0.42029503,-0.18705817,0.0,0.113300025
-0.4537082,-1.0586704,0.8962948,-1.1165062,-0.6811121,-0.17756663,-0.37949544,-0.35024282,-0.19049112,0.0,-1.2584448
-0.28434664,0.2770544,-1.185108,-3.5113325,-1.7111703,-0.23351996,-0.3364157,-0.369894,-0.15878758,0.0,0.12884614
-0.1394856,-0.7212517,-2.353738,-3.0377743,-2.82501,-0.2904237,-0.34429365,-0.4274172,-0.17199019,0.0,0.11059587
-1.8873485,0.16676626,-2.0049605,-3.353023,-1.7291104,-0.3315753,-0.3669101,-0.4598955,-0.18555062,0.0,-1.4573965
-0.14218016,-0.85582215,-0.35402432,-3.2281458,-1.7002367,-0.27214202,-0.35610047,-0.3875696,-0.18023916,0.0,-1.1342787
-0.8006772,-0.9955645,-1.9713638,-2.947557,-1.7705185,-0.26201487,-0.34229338,-0.4130852,-0.1842051,0.0,-0.26269236
-0.46813452,-1.2840638,-1.7614926,-3.055699,-1.2910944,-0.33949095,-0.36068448,-0.43978757,-0.18113871,0.0,-1.1255362
0.2050752,-0.9746589,-2.1082768,-3.4771874,-3.1596537,-0.23172536,-0.35071516,-0.41874537,-0.16970085,0.0,0.11333611
-1.629883,-1.203201,-0.050182454,-1.4929358,-1.6026655,-0.12652238,-0.45107362,-0.33034244,-0.4113228,0.0,0.5855777
-1.0396576,0.34072492,-0.5332112,-3.530824,-2.2517629,-0.2309361,-0.33225846,-0.34044185,-0.19617343,0.0,0.11419935
-1.8356256,-0.46856233,-1.2284927,-1.4860995,-2.198684,-0.13370939,-0.40928987,-0.393159,-0.2834409,0.0,0.15930462
-0.7059433,-0.29753456,-1.6322528,-3.179538,-1.5855381,-0.30687577,-0.36126044,-0.3974854,-0.19124956,0.0,0.12809701
-0.4864264,-0.58530104,-1.5650318,-3.4185133,-2.5871086,-0.22332041,-0.35000595,-0.42836258,-0.17638932,0.0,0.12613365
-0.80277,-0.8642306,-1.5852864,-3.2488058,-1.7041446,-0.31129268,-0.36283967,-0.3995164,-0.19440408,0.0,0.102840506
-1.621756,0.33545646,-1.710346,-2.8539386,-2.1401663,-0.23879218,-0.34449202,-0.4148955,-0.18958712,0.0,0.061299067
0.31733847,-1.2818085,-0.5210743,-3.4211047,-2.169876,-0.22640443,-0.34171852,-0.3534835,-0.18035366,0.0,0.098360315
-2.1629088,0.11140622,0.49394795,-3.1381545,-1.0340409,-0.28610295,-0.35330522,-0.36650294,-0.1863967,0.0,-1.2163035
1.0472397,-1.4272947,0.46741802,-0.65132964,-1.8025895,-0.11042079,-0.44383398,-0.25984517,-0.2604247,0.0,0.07115506
-0.6479006,-0.01730106,-1.838668,-1.7880708,-1.8917611,-0.22419561,-0.30206183,-0.40088147,-0.1808203,0.0,0.081777126
-0.83393073,-1.0430573,-1.2901396,-3.279991,-2.4259586,-0.23890431,-0.36671442,-0.44398746,-0.19726813,0.0,0.06993051
2.243254,-0.3536915,1.0336521,0.50144327,-0.36108908,-0.09283588,4.5609145,-0.20831166,-0.17533076,0.0,-1.0128402
-2.1929338,-0.09292813,-0.020464974,-0.14760551,-1.138652,-0.12108697,-0.47797516,-0.3835911,-0.42535138,0.0,-2.1007905
-1.7395732,-0.8271198,-1.1863848,-3.0612385,-1.5852588,-0.2819487,-0.38290954,-0.4397812,-0.19713877,0.0,-1.3236079
-1.6808962,-1.3263962,0.81607115,-1.9048314,-1.360457,-0.21810639,-0.33729708,-0.3668671,-0.19940084,0.0,-0.0018956393
-1.3856429,-0.7565488,-1.4111887,-3.2040994,-1.9010592,-0.31623816,-0.36223325,-0.44036916,-0.19912747,0.0,0.08731721
-1.9707989,-1.2659066,-0.2767299,-1.8710862,-1.3044277,-0.1981323,-0.4638254,-0.4112157,-0.22413926,0.0,-1.5519333
-0.47405124,-1.3835882,-1.9382122,-3.327544,-1.3345078,-0.31703347,-0.34784603,-0.39219785,-0.16668728,0.0,0.12734833
0.42444283,-0.9081591,-0.18525553,-0.86736155,-1.2807908,-0.15189938,-0.34432063,-0.30723372,-0.17491789,0.0,0.053768914
-0.25467905,-0.7033241,-2.3469582,-3.3488178,0.14950155,-0.462041,-0.29002485,-0.3305263,-0.17455028,0.0,-0.5210245
-0.9033289,-1.4771979,0.89880705,-1.8415177,-0.9683436,-0.2631404,-0.33688527,-0.36568153,-0.18549542,0.0,-1.6639111
-1.1018896,-0.02432486,0.38068554,-1.185057,-1.272049,-0.21167485,-0.32042208,-0.53907615,-0.1790902,0.0,-1.6058459
-0.9902658,-0.73185885,-0.28385848,-2.624884,0.213213,-0.33202294,-0.34337196,-0.3546429,-0.19362313,0.0,-1.5219122
-1.5358111,-1.243692,-1.7410196,-2.6125488,-2.807601,-0.24353302,-0.34672025,-0.43276832,-0.20190015,0.0,0.0025655045
0.6748417,-0.86340004,-0.7831445,-0.5049473,-2.1185424,-0.116509035,-0.3833346,-0.32331622,-0.2977126,0.0,0.07526044
-0.01101826,-1.7022704,-1.6402037,-2.2821264,-1.3357476,-0.27024907,-0.36460426,-0.40715346,-0.18647325,0.0,-0.75495315
-0.41055912,-0.7756537,-1.6706141,-3.3725007,-1.8964361,-0.28347167,-0.34791952,-0.4102653,-0.16830653,0.0,-0.24449983
-1.6305732,-0.8059512,-1.353251,-3.1712158,-1.7367554,-0.28794637,-0.38311717,-0.47134495,-0.196894,0.0,-1.2411792
-0.64184064,-1.4058727,-1.3398508,-2.8292868,-3.157818,-0.25070706,-0.32872528,-0.43542054,-0.18124534,0.0,0.10266214
-1.8838377,-1.8938988,-0.77079636,-0.6709893,-1.9132978,-0.12411216,-0.46415195,-0.39338428,-0.4964171,0.0,-1.9009554
0.40840015,-0.5752395,-2.1023655,-3.1011431,-1.3530383,-0.26822025,-0.35457215,-0.41253245,-0.15619032,0.0,-1.0341395
-1.2749069,0.13109787,-1.2249087,-3.3070192,-1.2527881,-0.24184941,-0.42957225,-0.36494574,-0.28673062,0.0,-1.2709659
-0.7391367,-1.557212,-2.1740012,-3.4784887,-1.9265257,-0.3212735,-0.34861004,-0.45074636,-0.18761668,0.0,0.1091568
-2.119365,0.22604774,-0.06472571,1.1272553,-1.7890341,-0.09764347,-0.2901941,-0.3146713,-0.44367397,0.0,0.07946819
-1.3217144,-0.691954,-0.47275433,0.81422526,2.595916,-0.19606766,-0.16494237,-0.14344567,4.0301995,0.0,0.2167444
-0.35615888,-1.2323684,-0.5309958,-3.4182127,-0.97550887,-0.27894524,-0.35354885,-0.3849046,-0.19272217,0.0,-1.1357089
-1.6991938,-1.3965037,-1.3521519,-1.9351083,-0.06280958,-0.18126264,-0.34469363,-0.34465086,-0.23034848,0.0,0.15870796
-0.21715645,0.22679642,-0.88348377,-3.3484428,-0.33902916,-0.2387084,-0.30720073,-0.32893673,-0.17268378,0.0,0.19535327
-2.7105887,-0.61196166,-0.83947647,2.2888799,-1.6050673,-0.10377882,-0.2582845,-0.3542399,-0.3724729,0.0,0.038431026
0.5043712,-0.9388568,-1.2265284,-2.6609254,2.11128,-0.6016865,-0.22406107,-0.2190932,-0.15520693,0.0,0.22489116
-1.2689708,0.3965984,-1.0510403,-2.3487582,-1.1470773,-0.23279822,-0.338928,-0.33459926,-0.18786277,0.0,0.11043189
-2.8302479,-0.96628714,-1.1059679,-1.3592798,-1.8271322,-0.12909321,-0.57383597,-0.39096448,-0.48851293,0.0,-1.6457387
-0.6822186,-1.9570107,-1.7985842,-2.4868894,-1.3043635,-0.2631411,-0.353396,-0.37612617,-0.19831873,0.0,0.07477612
-0.4512294,-0.43995395,-2.0992734,-1.6449269,-0.3247589,-0.26240063,-0.3433583,-0.3325218,-0.21638936,0.0,-0.31089687
-2.9755669,-1.092159,-0.9221314,-1.1255608,-1.6197324,-0.13265364,-0.55543923,-0.38988882,-0.48052815,0.0,-1.4988732
-1.7068675,-0.1607303,-0.9125518,-3.210852,-1.7358747,-0.26886946,-0.35959452,-0.37097296,-0.19213586,0.0,0.07026588
0.01174291,-0.65779,-1.7693425,-1.1377172,2.1896958,-0.8947686,-0.23336703,-0.25767663,-0.17168853,0.0,-1.6655356
-0.14901793,0.13134126,0.6606933,3.5209243,0.21908863,-0.080844335,-0.13642842,-0.15652964,3.1858187,0.0,0.30430883
-0.45992994,-1.2537131,-1.6701181,-2.2568607,-1.4158467,-0.29173627,-0.34285104,-0.44734442,-0.18116207,0.0,-0.9747018
-0.6801085,-0.17517745,-1.7504805,-2.6150942,-2.2558744,-0.23190932,-0.3243434,-0.40924802,-0.18456197,0.0,0.023240386
