Air temperature K,Process temperature K,Rotational speed rpm,Torque Nm,Tool wear min,TWF,HDF,PWF,OSF,RNF,Type_encoded,Failure_Prob,Alert,Step
299.41824109850404,309.4394086511779,1519.885537392555,41.039911026606035,71.99808393024358,0,0,0,0,0,1,0.0022234401046721916,0,28
299.0286694515759,309.1026199534356,1523.0032875849179,42.32148115457218,73.77491875062017,0,0,0,0,0,1,0.0018743440714123333,0,29
299.27838337694453,309.5581827303119,1525.1257421192133,45.08254657813223,73.69488016331181,0,0,0,0,0,1,0.0027635864349033917,0,30
299.0721576971918,309.4449047562203,1490.7739769736356,39.468275697641126,81.9068345535268,0,0,0,0,0,1,0.0024019069811606333,0,31
299.2680633735113,309.3844207812535,1517.092339262191,44.80632750430992,77.1595083257862,0,0,0,0,0,1,0.002919092928862901,0,32
300.29082089830393,309.13197453518336,1509.970236280033,42.64046612203917,74.8768672131323,0,0,0,0,0,1,0.0018639922054009702,0,33
299.297300555584,309.2792914677727,1504.5756998515762,40.7969826979041,81.36763473630957,0,0,0,0,0,1,0.002152555388535392,0,34
301.0961910324187,309.82715649033025,1514.7834956067106,43.82420694852654,76.08746905008694,0,0,0,0,0,1,0.0019626108080064647,0,35
300.0346589504405,309.74036687504974,1545.365297902743,43.43811939114694,81.22659078501427,0,0,0,0,0,1,0.0018915040830585787,0,36
299.8884180618474,309.1639779020806,1527.412642919005,41.97956624568241,75.57098962836068,0,0,0,0,0,1,0.0018401359784240474,0,37
299.37482110990936,309.6097329221717,1508.632315153258,43.45960416998004,78.3154418533047,0,0,0,0,0,1,0.002098223377818523,0,38
300.1621549397045,309.8855548493487,1525.1887417203423,42.68937280627648,83.74058370760737,0,0,0,0,0,1,0.001896610429005695,0,39
299.5321810868811,308.9322378875515,1536.99033154879,43.8270346905025,86.21539973998622,0,0,0,0,0,1,0.0018471079590981238,0,40
299.88900490732266,309.832344076952,1529.2695052436916,45.0642613490421,85.3641048435699,0,0,0,0,0,1,0.002168510798442299,0,41
301.1160422691344,309.36495049642167,1515.6944555488026,47.05203363229071,85.35305515283527,0,0,0,0,0,1,0.003916894648108702,0,42
299.79597005013767,309.87323946743726,1504.4959483344164,41.54436900234631,85.64668891323213,0,0,0,0,0,1,0.0019484470026547907,0,43
300.4266366631428,309.354696337383,1524.0733497042038,48.42606674931253,82.96443402889773,0,0,0,0,0,1,0.004038149574988172,0,44
299.50841178743707,308.9530471597342,1518.9022807813262,40.39582440095499,86.09046737481587,0,0,0,0,0,1,0.0018511770943365684,0,45
299.8505057547515,309.03898302484674,1525.827898300416,44.13642980992883,87.71808368712063,0,0,0,0,0,1,0.0018343963310184478,0,46
300.76140031781773,309.72423397866453,1521.3275770252294,45.75663441296915,93.12136667865674,0,0,0,0,0,1,0.002365818962704884,0,47
299.57051647110615,309.8238890006886,1526.94329072979,45.281983735470064,91.83085486870539,0,0,0,0,0,1,0.002216787533167644,0,48
300.7982242789985,309.37327334995825,1502.5714718265913,43.614600960358814,86.3608795339118,0,0,0,0,0,1,0.0020475834761246405,0,49
300.2538759677277,310.00543698351095,1529.7609109845148,44.58375549928545,93.47225190818439,0,0,0,0,0,1,0.0018761437341732437,0,50
299.6267666120529,309.1003919750924,1512.363994070386,44.15399813068233,92.19475315875104,0,0,0,0,0,1,0.0018553139823395057,0,51
300.2322038695278,309.7535680805411,1539.928913089379,44.10127048611158,92.16923399908211,0,0,0,0,0,1,0.0018806941622338989,0,52
300.41027722481334,309.31059352009504,1497.8621827286565,47.11920419404205,96.8850288665226,0,0,0,0,0,1,0.0028148641998749975,0,53
300.2429049811086,309.54926555687916,1533.6394570474786,46.274030971930095,98.99299856748786,0,0,0,0,0,1,0.0027103922987928367,0,54
299.15488764005477,309.8439594685266,1509.9686617519396,44.31418080947869,99.5438403573486,0,0,0,0,0,1,0.002151006589184158,0,55
299.58443141208755,309.4958346538864,1496.6287299457833,47.6391997508665,95.08234743033208,0,0,0,0,0,1,0.0075709698109259925,0,56
299.83224068222427,309.7011777823081,1498.541712489185,46.59459904175322,97.52236287244635,0,0,0,0,0,1,0.0028973177869443196,0,57
299.92678328544997,310.27251712368576,1500.3947903770852,47.745724237677926,100.2937902942107,0,0,0,0,0,1,0.006392938811317154,0,58
300.28233604877533,309.6542432521907,1510.9624891960286,47.51925768384723,103.07663538136708,0,0,0,0,0,1,0.0038101156831789242,0,59
300.0688505004666,310.234276844826,1511.8425323205324,44.742009978155856,99.56247728646413,0,0,0,0,0,1,0.0023176993727703973,0,60
299.32032782064493,309.46311725813695,1494.7944999409215,45.41963791960606,101.29302307000854,0,0,0,0,0,1,0.005859762694622187,0,61
300.18609892550296,310.14192167116613,1502.4346811160851,48.17458721024652,99.38099507798191,0,0,0,0,0,1,0.005880465941489874,0,62
300.30929287264195,310.52162744826313,1534.334055379178,48.04074053086693,99.96138012775799,0,0,0,0,0,1,0.004981218107792927,0,63
300.2918952239655,308.97134219994905,1527.5131475515107,46.918196812071706,106.8375774671826,0,0,0,0,0,1,0.001917089710486842,0,64
300.5603903627773,309.6562418978118,1507.5448550451106,47.33465476661757,109.31872008571247,0,0,0,0,0,1,0.0046359909835751,0,65
300.44496107727446,310.22082885087224,1500.970052172523,49.795329791576854,105.88396963525899,0,0,0,0,0,1,0.006683190271015775,0,66
300.2655900396142,309.9237818455828,1501.600469900774,46.19685722232834,109.96059869367606,0,0,0,0,0,1,0.0029445506107773495,0,67
300.00891714427064,310.1684583493485,1508.4027695909563,48.61419476234008,108.8849080751429,0,0,0,0,0,1,0.004911464739005591,0,68
299.22151953324203,309.7934059253137,1483.258111522024,47.25561469513221,106.71464073618463,0,0,0,0,0,1,0.003980049020801662,0,69
300.2748091095663,310.0846359149892,1494.1393519386497,47.36463759354556,110.58418681652525,0,0,0,0,0,1,0.003647077333833553,0,70
300.17184384358154,310.0027291058432,1472.3712388918364,50.137553703974376,114.96410969939791,0,0,0,0,0,1,0.0036732752188178763,0,71
300.21178941859773,310.5471128246639,1502.7883468390792,49.730832697976055,111.09252188267014,0,0,0,0,0,1,0.012722097586176593,0,72
299.44562571208985,310.1967683373205,1505.9079390955412,49.847019272001276,116.74393096744201,0,0,0,0,0,1,0.00513410499144191,0,73
299.5514717297959,310.2450410648301,1488.3522030655092,50.97095761430866,105.04076468773077,0,0,0,0,0,1,0.009830893088682773,0,74
300.6265764266665,309.96024921355104,1518.6098014493505,48.54200768326552,116.21570751312566,0,0,0,0,0,1,0.003732274507520066,0,75
300.08822242307167,309.944957510371,1476.013515054965,50.00390594258993,114.86114120471451,0,0,0,0,0,1,0.003997908425995586,0,76
300.4567503486863,309.98197672487214,1471.8343767968527,48.15946648681309,114.5529779486024,0,0,0,0,0,1,0.003727607925173459,0,77
300.13815918806523,310.32778085695134,1496.5667772783995,49.56833270497689,116.57528232960651,0,0,0,0,0,1,0.019322254096207813,0,78
300.14687806974786,310.0166062076719,1508.3064745391823,48.79971389126463,111.18729325619731,0,0,0,0,0,1,0.004214692963144827,0,79
300.609141902988,310.31590994275854,1517.258915371868,49.39399192998544,117.34098433648747,0,0,0,0,0,1,0.013906404268982117,0,80
299.88997763589134,311.04516031945815,1484.516736056966,50.530314050873834,119.92133771453523,0,0,0,0,0,1,0.003924193632920712,0,81
300.2040603884705,310.5784498813727,1506.9802125014694,47.84355863353306,124.13368213422456,0,0,0,0,0,1,0.00861831289655966,0,82
299.93286235564744,310.11459058713285,1489.6223729574895,53.804774551370926,118.99518934517906,0,0,0,0,0,1,0.026741775816066602,0,83
299.9547518862839,310.74048556886555,1487.0105905008877,47.7479652370006,118.97451919132043,0,0,0,0,0,1,0.004952593814662016,0,84
300.0254139382657,310.11176985079135,1502.2548990623002,47.47162277442453,120.74472886924639,0,0,0,0,0,1,0.003872166884804041,0,85
300.29906688581684,309.4747501859289,1498.1848431762014,52.356221747000134,125.84620635310621,0,0,0,0,0,1,0.011595819752151623,0,86
299.9566256891683,309.90176547563306,1464.1541176452363,51.763325387925875,124.93625332897906,0,0,0,0,0,1,0.00515915251665046,0,87
300.83187806278676,309.57168323158965,1509.3481052458885,51.56823963410431,123.21071938869888,0,0,0,0,0,1,0.00952767210268295,0,88
299.76469634889025,310.19439460638347,1507.3013703122117,51.71669101852856,127.18980229934006,0,0,0,0,0,1,0.00848626113162072,0,89
300.12656417791936,310.35736735167586,1476.616559477357,50.57550645430617,126.79123264804412,0,0,0,0,0,1,0.018007439434759263,0,90
300.0081344708629,311.0355749249101,1491.3370530015611,48.94549125702834,130.25593497159866,0,0,0,0,0,1,0.003801420368070954,0,91
300.95948894217685,310.5107709495057,1492.210452794241,51.03160911638746,126.09384071836793,0,0,0,0,0,1,0.009829384084977804,0,92
300.3422773882558,310.30735978847645,1488.1101064873587,49.66567657697578,128.0670135602067,0,0,0,0,0,1,0.007760711470203346,0,93
300.7679222697343,310.74176223247343,1475.3454226923186,53.11023946683551,128.7236755406035,0,0,0,0,0,1,0.013835748093432312,0,94
299.5172198134815,309.54054587639683,1472.9256494809292,51.00588523699572,126.35945515560364,0,0,0,0,0,1,0.007879094436712456,0,95
300.4015251329346,310.53424582324345,1482.0166889351285,49.789005606414975,132.48836083119372,0,0,0,0,0,1,0.011378546234192585,0,96
300.72081539781175,310.7633460775548,1499.3909352888904,50.93722831669401,133.23316581653967,0,0,0,0,0,1,0.010173185294892572,0,97
300.3251419946377,309.8785655016881,1489.3540023189166,52.54586290855125,133.31534036992738,0,0,0,0,0,1,0.011370709110630123,0,98
300.82474018753265,310.9425016172828,1475.0407850187082,50.73255089439205,133.44623859987453,0,0,0,0,0,1,0.0048331275844895995,0,99
300.0413557749498,310.63539856299775,1491.5754806597251,50.355559208867135,130.75388777384876,0,0,0,0,0,1,0.004948362792987948,0,100
301.0126737200928,310.3488848344397,1436.671860690549,52.62737442298383,134.5880640317039,0,0,0,0,0,1,0.7103056696216377,1,101
301.4654490618096,310.7831127464425,1496.0314855055815,52.76993314221745,135.67185645041968,0,0,0,0,0,1,0.060369621123748884,0,102
300.1425807197802,311.4532771431218,1452.1042933183285,51.40611364925774,135.14316819233517,0,0,0,0,0,1,0.0028162886586999203,0,103
300.10924873929963,310.6327465020234,1472.163385878953,51.61792338876336,137.91614286500194,0,0,0,0,0,1,0.00467037898495096,0,104
301.0666922385588,310.67428823452013,1460.204951580608,53.164099874715276,140.4621525704436,0,0,0,0,0,1,0.008736091668358308,0,105
301.13778607286537,310.4062556401839,1456.9797778641864,49.943831317005355,145.7585577036316,0,0,0,0,0,1,0.01214498653216344,0,106
300.0945699864234,310.2650622522141,1493.2124018106776,50.16507245124689,141.47373343849551,0,0,0,0,0,1,0.0068072402342139625,0,107
300.153906591452,310.9521343266177,1468.1844819803216,51.68311155749513,142.5726511721683,0,0,0,0,0,1,0.0048848790542714285,0,108
300.23110769556973,310.2925664696364,1479.7975582259608,52.83310569657631,142.42666225270148,0,0,0,0,0,1,0.01543512262492694,0,109
299.70777474448283,310.67862649488774,1473.2961913168122,54.021815131196014,137.74368635410286,0,0,0,0,0,1,0.010744397206331066,0,110
299.9286740267579,310.473937021294,1480.5556124083469,56.490712433899105,144.27045837365233,0,0,0,0,0,1,0.289518318373259,0,111
299.893929616624,310.87159193029856,1473.952328365904,55.395319246404036,145.38069062982308,0,0,0,0,0,1,0.15280012715232832,0,112
300.0201012174479,310.8284648421148,1452.9551166371716,53.50012294007315,153.43972633745588,0,0,0,0,0,1,0.02143238681191272,0,113
300.3946575563066,311.12501597770313,1486.544002291707,53.921967584194626,146.32291710565661,0,0,0,0,0,1,0.01183006729435992,0,114
300.5371073662683,310.52099344045814,1463.5936512525802,52.094941270724384,148.65464202700085,0,0,0,0,0,1,0.02303999169255406,0,115
301.20325024640704,310.6320500258827,1447.051271520104,54.20297372801522,148.49586469088428,0,0,0,0,0,1,0.019213733461318324,0,116
299.93682297963056,310.36349451368704,1463.3782725855112,53.80268272215972,145.9439658871414,0,0,0,0,0,1,0.11639917019271895,0,117
300.9361611992383,310.5922826959695,1491.7113968595147,55.16543712067618,153.72846844354507,0,0,0,0,0,1,0.22957375219000756,0,118
300.34500557788726,310.93592019721797,1481.3533261317023,53.00553811289535,153.4057990980603,0,0,0,0,0,1,0.008599575221592408,0,119
300.4352681451738,311.10279544665815,1462.770217983882,55.83869302848234,154.37309584112913,0,0,0,0,0,1,0.014140520157702483,0,120
300.80540974608334,310.44613387032894,1462.1611344352236,58.005477826005155,150.12183763561578,0,0,0,0,0,1,0.5544889233025985,1,121
299.9146389892189,311.17784236804226,1461.9754742317393,54.86247970308629,157.90838293280828,0,0,0,0,0,1,0.010118029013451086,0,122
300.675204873092,311.387255143522,1497.3512197534126,56.02342344419788,150.34444681162316,0,0,0,0,0,1,0.003624575941750927,0,123
300.57522610410655,311.0253739612895,1471.3290317834733,56.74028798342223,157.1605712814008,0,0,0,0,0,1,0.038324994351682594,0,124
300.7462256320041,311.62571832502323,1471.4506247078662,54.69755905622833,162.82136687742994,0,0,0,0,0,1,0.00361701708749482,0,125
300.6525843219539,310.58048432035855,1479.8542518104778,56.08818496362083,154.12839102460794,0,0,0,0,0,1,0.23784565074605915,0,126
301.7436500699555,310.4071381186754,1467.3818373853976,55.80518480156359,156.25110681119168,0,0,0,0,0,1,0.2674298569869299,0,127
300.20513000787435,310.2085119004383,1459.3143678126894,56.115352197097664,159.09895409526294,0,0,0,0,0,1,0.04184168029720373,0,128
300.2665015224991,311.53341772459567,1459.6547522637252,54.51398043228907,158.1395730376514,0,0,0,0,0,1,0.003154662184630561,0,129
300.22842973678763,311.2117462625416,1460.925981108789,56.24902034851789,155.8480097068016,0,0,0,0,0,1,0.0029025427099153935,0,130
300.27026144041986,310.9427661316358,1460.8416664523525,57.3359965824909,161.55568892441806,0,0,0,0,0,1,0.02197415288817277,0,131
300.2373064363467,311.09198745052794,1471.7144431545546,59.38228721559009,159.01308885882167,0,0,0,0,0,1,0.21635346567625413,0,132
301.1585082655538,310.54480438108067,1460.9791882871095,58.538541652170416,164.47077729190556,0,0,0,0,0,1,0.7718575722727423,1,133
301.2822521239949,311.9883007918467,1470.5896011582336,61.066364915023115,161.14172729729856,0,0,0,0,0,1,0.005116920724455343,0,134
300.29462685312524,311.07668847279007,1457.7892512983713,55.36530487422391,169.39980321505263,0,0,0,0,0,1,0.010905824923010747,0,135
300.1718222134479,311.083757917842,1459.5795278547414,58.784641273441366,163.25024012299127,0,0,0,0,0,1,0.5123464027286936,1,136
300.8317077781932,311.34530664955946,1427.8269897320183,57.546684011476714,165.48381545138295,0,0,0,0,0,1,0.0054359629892050286,0,137
300.3278884778595,311.2624036926947,1470.9449151205372,61.69960586643535,169.74055165210902,0,0,0,0,0,1,0.11721089881325579,0,138
300.9284659088778,311.1745536097116,1461.7973271384699,55.8434034292897,164.45740705069812,0,0,0,0,0,1,0.06192120185131376,0,139
300.7214615104256,310.7838102178219,1470.9701516478947,55.92055631563845,169.68237980381238,0,0,0,0,0,1,0.18960976676429991,0,140
299.87012794250137,311.3035873428544,1411.9561693270948,56.541214709111955,173.77142826284728,0,0,0,0,0,1,0.004968690310941923,0,141
301.40975260066506,311.88280979859,1486.125620571711,53.63220855138039,165.87755029631631,0,0,0,0,0,1,0.0035134712115524585,0,142
301.5419388365478,311.68316801846197,1452.1061555776723,56.96848995663848,172.10390157559692,0,0,0,0,0,1,0.015360650422830252,0,143
300.3456056547578,311.79727465065577,1470.2227422510628,56.64173467689261,173.17964838274526,0,0,0,0,0,1,0.0023897468419059684,0,144
300.46614922003204,310.9705137294275,1437.401411093117,58.60078757295241,175.59546861533192,0,0,0,0,0,1,0.29935257537156595,0,145
300.81093269536245,310.79415807189656,1461.5916085759386,59.12351195155431,170.38914786736575,0,0,0,0,0,1,0.869513226775883,1,146
300.8432283949935,311.1546852319601,1435.9987665523952,62.332341678431774,170.98863016074716,0,0,0,0,0,1,0.9402051877407418,1,147
301.01327213633647,311.2422899649155,1441.843465589563,60.6208476763721,177.3658246968507,0,0,0,0,0,1,0.7945130331433841,1,148
301.6971022693832,311.6726766073884,1479.3104703080016,57.706192688675195,177.54095401969954,0,0,0,0,0,1,0.7112409144277719,1,149
300.611526386253,310.57301414811405,1447.1397639885497,57.20317065730328,178.25147855103762,0,0,0,0,0,1,0.9052484201810471,1,150
300.3088513777308,311.87682012778424,1452.661493097696,60.12383834301301,179.38934462849093,0,0,0,0,0,1,0.011130153408158365,0,151
300.02634038599274,311.21679684056835,1461.8510159603313,56.639533585958716,177.15992583526452,0,0,0,0,0,1,0.08716805477593453,0,152
300.35853498002905,311.12424757202103,1455.635228319589,63.08291753170871,180.746761091483,0,0,0,0,0,1,0.9540435746273519,1,153
300.71543651356313,310.9051582498959,1449.8562835771536,61.91888024144258,181.77921741989604,0,0,0,0,0,1,0.9781510923950628,1,154
301.6372789317589,310.6630573312537,1452.4744150369934,58.76164869579059,179.6069457459209,0,0,0,0,0,1,0.9710159044085835,1,155
300.4891943504819,311.6692682335847,1482.4512337785743,56.41373094181825,188.19732353343426,0,0,0,0,0,1,0.7736853394981773,1,156
300.8678939758194,311.3843271868754,1444.935718044496,62.68774474833083,184.87149876273534,0,0,0,0,0,1,0.889500742490718,1,157
300.75578855196363,310.85401564010357,1448.2164857007247,59.89092030949477,180.72608950839205,0,0,0,0,0,1,0.9790151442309671,1,158
301.36619663672406,310.86696849117453,1460.359815940114,62.73563262394693,187.1196608259015,0,0,0,0,0,1,0.985606650286972,1,159
302.0434662129368,311.26568612028393,1460.5828889943698,57.21114468241127,183.07595498931803,0,0,0,0,0,1,0.7983388826040737,1,160
300.5225656135398,312.08260861011576,1461.2054545834058,59.34124995409246,189.21125381122735,0,0,0,0,0,1,0.11192493108748795,0,161
300.5512802787409,311.32616345945456,1452.3809533304377,60.69048739943637,191.1757867370222,0,0,0,0,0,1,0.8962765236634203,1,162
301.3260804385345,310.84374281875273,1425.0549263090427,60.913961187529495,186.08795304494484,0,0,0,0,0,1,0.9812974611854011,1,163
301.15294574481317,311.3617027743656,1466.1014729845162,60.05986905704151,192.29012838773298,0,0,0,0,0,1,0.9455353177728058,1,164
301.743353662868,311.365910572101,1423.8048191047196,62.345699864695,191.4883427808095,0,0,0,0,0,1,0.976591761145118,1,165
301.11996409266294,310.4112453428234,1444.9395319785856,59.104759141234815,193.56618047998347,0,0,0,0,0,1,0.9847300564839663,1,166
300.65635395460646,311.4832820533929,1428.4858622497095,61.095241029957414,197.64037894796184,0,0,0,0,0,1,0.9508983588187725,1,167
301.13932741534614,311.42762618791653,1438.2379248011052,61.7605912634238,192.06383565199138,0,0,0,0,0,1,0.9804728897581448,1,168
301.4063517902914,311.8134825459254,1443.531436154552,62.6888776681175,191.38879150692753,0,0,0,0,0,1,0.9579533805335844,1,169
301.2702410905987,312.28958243797814,1442.8203582317542,63.22322975617778,191.83145671112342,0,0,0,0,0,1,0.9658929694257183,1,170
301.12163701555363,312.0156260118191,1443.7288113135294,59.69071581632426,192.90256914510368,0,0,0,0,0,1,0.3130651312792406,0,171
301.40933734479455,311.47244452377805,1461.0056690358797,59.01177165852875,195.96869487175766,0,0,0,0,0,1,0.9772386659251927,1,172
301.46864779522286,311.15238963650336,1443.0030145227097,64.77535364379702,198.07345592444992,0,0,0,0,0,1,0.9866471866183142,1,173
301.58307949551875,312.63934392129994,1431.9376504706402,63.02462802395918,198.73007239799006,0,1,0,0,0,1,0.991877504635591,1,174
301.2243549437948,311.6486873736058,1449.4613075243253,61.00302692688689,201.23154974710806,0,0,0,0,0,1,0.9252490087417315,1,175
300.8244409598416,311.6455717167652,1452.2420573338698,65.74230395104505,199.6390056756337,0,0,0,1,0,1,0.9905404388010879,1,176
300.9893568432167,311.64534996515596,1415.385882772945,63.01134926858572,204.81060223147193,0,0,0,0,0,1,0.980220742993413,1,177
301.5272544832542,311.7492339043072,1442.161001047748,65.27859436812766,200.5060295002861,0,0,0,1,0,1,0.9905035164787391,1,178
300.5235321645064,311.6272558352304,1443.1175911346634,63.19503696282022,210.31050749976887,0,0,0,0,0,1,0.98463411377288,1,179
301.12433665443643,311.4705351972479,1427.5365474496002,67.32149584976398,204.87700204329502,0,0,0,1,0,1,0.9905854339463612,1,180
300.7513305938363,311.49625642350384,1452.0356021996745,66.85068168488641,201.27852733075116,0,0,0,1,0,1,0.9905988393861108,1,181
300.97037241146745,311.7168986919136,1428.549166194512,62.98207170304185,201.48732250581665,0,0,0,0,0,1,0.9685214508338017,1,182
301.60322593130365,311.5276300915465,1432.0836468020732,65.56314190190872,206.99741724572954,0,0,0,1,0,1,0.9907759342810957,1,183
301.0675495340099,311.4748616869291,1427.003922635742,65.0507518991703,205.72961164402244,0,0,0,1,0,1,0.9906779494866088,1,184
301.0032182740781,311.8175720910767,1429.233685713722,66.6372631150647,209.39200148227627,0,0,0,1,0,1,0.9907451103057578,1,185
300.30807192951005,311.6880091130317,1411.955873696572,62.1101530788398,209.51971287372064,0,0,0,0,0,1,0.9810559127219838,1,186
301.3691267830136,312.4065971954331,1406.1992367610856,65.55210291999688,208.73151326202938,0,0,0,1,0,1,0.9907427076341965,1,187
301.3267420905706,310.7596120766428,1451.1175759483747,66.43684897369918,207.25961884579476,0,0,0,1,0,1,0.9908452727965175,1,188
302.09362736165275,312.27160274076897,1413.895579775225,60.94252102715378,206.1054583259424,0,0,0,0,0,1,0.9864146828004514,1,189
300.86611088252346,312.34843407699907,1411.1291147581553,62.23348297466845,210.16045514379894,0,0,0,0,0,1,0.9578206793335691,1,190
301.13757516383197,311.03564390703673,1393.0991482959444,60.661535644479805,214.9191963829704,0,0,0,0,0,1,0.9890318284697355,1,191
301.1606918418554,311.74292496236785,1415.2155737846574,64.34118633111088,213.8422812323906,0,0,0,0,0,1,0.9890182329646118,1,192
301.83272663988174,311.74642365360165,1404.3536530988877,66.45508451159193,210.31278366386402,0,0,0,1,0,1,0.9907687703583067,1,193
301.00435223380657,311.3469953221129,1448.2302274020453,68.16471410419206,215.41954277755354,0,0,0,1,0,1,0.9908471819345636,1,194
301.19951076288515,311.61387332496366,1438.1472563401396,65.44818956083957,216.90595213918652,0,0,0,1,0,1,0.9908253106501526,1,195
301.37194825485824,311.49576966181365,1412.0777448223341,68.69723109114258,213.9484276913966,0,0,0,1,0,1,0.9908265192479031,1,196
301.1693045615782,312.65590817736944,1455.5865370801646,62.819797083570215,217.91117531783658,0,1,0,0,0,1,0.9917897085866652,1,197
300.86078319272474,312.344271357259,1435.926482304874,62.313235121289686,218.47462615533797,0,0,0,0,0,1,0.9594299615257154,1,198
301.1890449964491,312.4936220379977,1415.7275292473705,65.74890460220676,215.72108910650815,0,0,0,1,0,1,0.9907086006018365,1,199
301.63681587492994,312.2886688256173,1382.5089142768963,66.76813089787862,221.07336208104485,1,0,0,1,0,1,0.990784150212328,1,200
300.5947423502945,311.5633792915131,1453.7641385888612,66.07461050381181,222.5323535791047,1,0,0,1,0,1,0.9907992864662504,1,201
301.18248483707345,311.8201918934881,1397.956412998546,62.14511579992025,224.94915372952582,1,0,0,0,0,1,0.99113676836569,1,202
300.77393959253044,312.24074982449116,1393.5190187956466,66.24175992097443,225.7114061561047,1,0,0,1,0,1,0.990724841685937,1,203
301.7295233144624,311.5711488764432,1432.9385564801446,63.95106099899029,219.26699189612873,0,0,0,0,0,1,0.9888553175560145,1,204
300.3784065476081,312.36019937206896,1453.596286095089,68.03934509766007,221.43652488025464,1,0,0,1,0,1,0.990665670039262,1,205
300.86853907636424,311.9938698407367,1437.1640922776578,67.5731964921937,226.64510580162596,1,0,0,1,0,1,0.9907260458181143,1,206
301.34460593753226,311.9550716769802,1424.2586368007853,65.1002404273453,227.49135785273663,1,0,0,1,0,1,0.9907284823540545,1,207
301.94676201461715,312.4043839872814,1424.1213151249794,66.09226616532662,228.34514305891813,1,0,0,1,0,1,0.9907128621796157,1,208
301.13912486946356,312.3127053245944,1427.4012333817045,65.1415729562221,239.20819447196416,1,0,0,1,0,1,0.9907081697138795,1,209
